inTp_max,inTp_min,inTp_mean,inHd_max,inHd_min,inHd_mean,otmsuplyqy_max,otmsuplyqy_min,otmsuplyqy_mean,cunt_max,cunt_min,cunt_mean,ph_max,ph_min,ph_mean,outTp_max,outTp_min,outTp_mean,outWs_max,outWs_min,outWs_mean,daysuplyqy_max,daysuplyqy_min,daysuplyqy_mean,inCo2_max,inCo2_min,inCo2_mean,ec_max,ec_min,ec_mean,frtstGrupp_max,frtstGrupp_min,frtstGrupp_mean,lefstalklt_max,lefstalklt_min,lefstalklt_mean,frtstSetCo_max,frtstSetCo_min,frtstSetCo_mean,pllnLt_max,pllnLt_min,pllnLt_mean,flanGrupp_max,flanGrupp_min,flanGrupp_mean,frtstCo_max,frtstCo_min,frtstCo_mean,flanJnt_max,flanJnt_min,flanJnt_mean,tcdmt_max,tcdmt_min,tcdmt_mean,frmhsFclu_max,frmhsFclu_min,frmhsFclu_mean,hvstGrupp_max,hvstGrupp_min,hvstGrupp_mean,hvstJnt_max,hvstJnt_min,hvstJnt_mean,grwtLt_max,grwtLt_min,grwtLt_mean,fcluHg_max,fcluHg_min,fcluHg_mean,lefLt_max,lefLt_min,lefLt_mean,flwrCo_max,flwrCo_min,flwrCo_mean,hvstCo_max,hvstCo_min,hvstCo_mean,lefCunt_max,lefCunt_min,lefCunt_mean,frtstJnt_max,frtstJnt_min,frtstJnt_mean,lefBt_max,lefBt_min,lefBt_mean,stemThck_max,stemThck_min,stemThck_mean,frmAr_max,frmDov_max,frmDov_min,frmDov_mean,WaterUsage_max,WaterUsage_min,WaterUsage_mean,WaterCost_max,WaterCost_min,WaterCost_mean,FertilizerUsage_max,FertilizerUsage_min,FertilizerUsage_mean,FertilizerCost_max,FertilizerCost_min,FertilizerCost_mean,CO2Usage_max,CO2Usage_min,CO2Usage_mean,CO2Cost_max,CO2Cost_min,CO2Cost_mean,MistUsageTime_max,MistUsageTime_min,MistUsageTime_mean,Mist Cost_max,Mist Cost_min,Mist Cost_mean,HeatingEnergyUsage_cumsum_max,outtrn_cumsum_max,frmDist_first,date_first
28.05587674201572,18.54252510458233,22.72976842987403,105.69822362047697,75.41195346246191,95.90593135175038,141.7812363958989,70.24293198427104,91.21748360392534,29.79844328404356,6.164669026220951,19.243877326937177,6.717034585418984,6.022135542135442,6.511386910443063,26.68139140434001,-0.8704489919920724,16.955328921364657,0.0,0.0,0.0,0.0,0.0,0.0,631.5210216119656,373.8980470872591,491.8838467618927,3.4295021657799083,2.807548374702552,3.1620836743736755,10.913458988656544,0.0,5.320862572368133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.976157058047429,0.0,5.9829684526044,25.049480719021552,0.0,15.305843734390535,0.0,0.0,0.0,0.0,0.0,0.0,12.557089345690354,0.0,6.595201473266698,3.984292307269498,0.0,0.8955938603621808,0.0,0.0,0.0,31.708901463979995,0.0,19.30675256875672,38.62039804449914,0.0,24.046769066449404,63.49412500083729,0.0,45.87152587185685,0.0,0.0,0.0,0.0,0.0,0.0,19.37959745290769,0.0,12.778851532702744,0.0,0.0,0.0,65.06303913182711,0.0,44.06008728115889,19.54902978838477,0.0,11.611436191896445,900,8.5,8.5,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15486.886179289311,DBSF1186,2017-09-03
22.97443270227773,0.0,19.42924201490334,97.96544965613596,0.0,87.10017416750576,138.1649817671512,0.0,115.7288662266501,19.094585940221364,0.0,9.989263830848248,5.98625763997264,0.0,5.389022967895685,13.987303144745438,0.0,5.076212016766565,0.0,0.0,0.0,0.0,0.0,0.0,684.9753532401724,0.0,565.1864259716338,3.3761270682827376,0.0,2.952628795030778,12.795164015364952,1.7618090450909127,6.667250814927823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.4218649984432,2.2394681766493383,7.390856586425693,32.03319393885039,5.523989748784064,18.746688755869105,0.0,0.0,0.0,0.0,0.0,0.0,14.463435617965644,3.100209850180434,8.005901229921065,5.159901419217008,0.0,1.1359013629762882,0.0,0.0,0.0,32.93750088994548,19.44924447077762,25.824938961071865,47.6748886780409,0.0,31.144471433033893,64.7704531866136,40.92231642691175,55.81858190381005,0.0,0.0,0.0,0.0,0.0,0.0,15.820766105193089,7.940347393004682,12.502393798463345,0.0,0.0,0.0,72.79524005407545,44.82772078055604,58.713667421543846,17.66446692524077,0.0,10.90842685376092,900,7.6,7.6,7.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17048.95338662948,DBSF1205,2018-12-09
27.1490195112611,16.33931206470108,21.69165833621358,107.604955618601,87.82300770464367,103.39763954278543,298.8879809274825,103.47391644256992,223.52704336468008,33.30282930359094,6.796376015110276,15.527173622493658,7.267556586531576,5.673712281576721,6.554284904275034,26.622267754404536,-0.8771748482215138,15.9821914900262,0.0,0.0,0.0,0.0,0.0,0.0,540.7397018748381,361.05295872926825,453.55917982305346,3.306969914402472,2.386423442638036,2.5922272364067136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3400,8.2,8.2,8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42757.952513894736,DBSF1215,2017-09-03
21.63348643821349,0.0,18.9220287896441,101.46903514544056,0.0,87.75176144527,139.3166314933831,0.0,114.5285950020389,20.74516440870929,0.0,10.644566300970924,5.990701858430518,0.0,5.380661014113552,16.035223946635075,0.0,5.306286506678414,0.0,0.0,0.0,0.0,0.0,0.0,661.6566556623891,0.0,576.6837411211017,3.5117135461497475,0.0,3.0123775987653,13.337658277039358,2.357337923474553,6.9674309659099105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.146528159247868,2.144964910987624,7.430592613090404,32.18446837308295,5.545108144411891,18.586497178390967,0.0,0.0,0.0,0.0,0.0,0.0,13.057058452675506,2.609086175473563,7.829913806335465,4.476061857603253,0.0,1.0879886555650498,0.0,0.0,0.0,31.759834992504125,21.43032994998474,26.249833762139378,39.64704158759675,0.0,30.60163350487466,66.19834893132139,52.55695618153812,58.48001832603394,0.0,0.0,0.0,0.0,0.0,0.0,15.26847642137824,7.577024765887321,12.513395286147654,0.0,0.0,0.0,74.01676483346182,47.25116788199857,58.611157762093974,17.24755425973115,0.0,11.053169115594796,900,7.6,7.6,7.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16609.001645124627,DBSF1218,2018-12-09
22.24340904078955,0.0,18.831678578631042,98.83033880048072,0.0,86.66905229332703,138.9696925569941,0.0,115.91751550407386,20.21244063019455,0.0,10.565788799893806,5.999710061761467,0.0,5.443440133524604,13.154068749591842,0.0,4.962026177678746,0.0,0.0,0.0,0.0,0.0,0.0,660.1096258337857,0.0,569.5270714790674,3.4993692798858365,0.0,2.9406880933538195,13.360661778401964,2.0384122533488025,6.809044722007603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.397029450258652,2.1816694333858733,7.182111985438526,31.500924015234368,5.995158279138567,18.905265953294883,0.0,0.0,0.0,0.0,0.0,0.0,15.132183882649777,2.3034107883317234,8.002886503749512,4.469424912480602,0.0,1.091521156458794,0.0,0.0,0.0,32.47863770893827,20.69217637451336,25.445479349059685,41.72546857968998,0.0,30.74648685929509,64.56116140287159,53.35196309933655,57.60528928775876,0.0,0.0,0.0,0.0,0.0,0.0,18.14619473224372,8.613403937196113,12.305966258462519,0.0,0.0,0.0,72.08249509161146,43.99554058462651,57.41564334523748,16.57755395047996,0.0,11.13020707911592,900,7.6,7.6,7.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17739.887396757334,DBSF1232,2018-12-09
29.694790962815937,16.697029040164693,22.417113012873344,109.743959569958,80.89804297535787,102.22095166952569,273.6876281217177,92.81582650607828,213.6720392569735,32.18714756196323,5.70442154796932,15.429261272541806,7.1950419732563216,5.873993494323233,6.60831622606445,27.88588557407838,-1.0370554447487508,16.237958304667103,0.0,0.0,0.0,0.0,0.0,0.0,548.848884785547,361.1838932817621,449.7469319418953,3.29039136704,2.378739607450417,2.6544913537208332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3400,8.2,8.2,8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42560.86262149392,DBSF1386,2017-09-03
26.698830192876308,17.10689465210094,21.98405551851497,111.40774293557354,91.8950212195158,100.83204369362237,315.088149416785,94.21950204639884,163.95709445107678,24.3450211177494,3.4491529094698654,13.221379935814584,6.588917266568888,5.764375079670641,6.28312946586697,25.39460938674435,0.6219372013727451,13.317296946622536,3.7508599937499953,1.0736224576076665,1.9953911071452848,0.0,0.0,0.0,762.282478110859,464.2586231383305,611.4849978454583,3.619440520651449,2.869165754157136,3.2910664968499166,14.03275168077768,0.0,7.38358744194296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.90631343107842,0.0,7.843109337536936,24.39638404732741,0.0,17.33037435561796,0.0,0.0,0.0,0.0,0.0,0.0,15.133808594482185,0.0,8.451997804198825,5.979674229046329,0.0,1.9946881910233198,0.0,0.0,0.0,35.89892090956172,0.0,22.930705074122812,42.31218402587619,0.0,30.486674382075844,64.04206661976859,0.0,55.90270769321817,0.0,0.0,0.0,0.0,0.0,0.0,17.756432583207285,0.0,13.521703770645518,0.0,0.0,0.0,61.92573550944646,0.0,50.98625687241577,17.81298486832799,0.0,13.389774380361581,800,8.4,8.4,8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20771.7299716466,DBSF1466,2018-09-16
28.455237883043782,14.78118558541278,21.962775672914727,110.84097542233812,87.35251806431353,99.51866379017915,127.4950332804616,60.71257859340459,88.49360287748128,31.178586842398776,7.140810342475515,18.639781269852993,6.734698034406179,6.1298165464917655,6.432044332104855,28.16351882594952,-0.9705104586205462,17.07706812611899,0.0,0.0,0.0,0.0,0.0,0.0,649.634769482734,335.65526537879424,485.9070622170583,3.591185973436004,2.7842729276087166,3.205435546341802,11.476510393529823,0.0,5.565874017139761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.262621808365264,0.0,6.040606374466114,25.817118425337,0.0,15.729083739127239,0.0,0.0,0.0,0.0,0.0,0.0,12.291887832142542,0.0,6.682032727912299,3.82186266752232,0.0,0.8966427116711194,0.0,0.0,0.0,28.84285912087598,0.0,19.350041946274565,40.2502859455342,0.0,25.11992736770907,63.44264754051137,0.0,42.90280774969102,0.0,0.0,0.0,0.0,0.0,0.0,18.98547923110164,0.0,13.206649358159936,0.0,0.0,0.0,62.99447970753175,0.0,42.704645042234674,17.672960898639058,0.0,10.792247416656584,900,8.5,8.5,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15219.352017289331,DBSF1490,2017-09-03
27.54160950325172,15.988013680787278,22.123546571991408,114.75849528304992,90.5940457967868,101.25922644054266,294.17626219249246,101.45445075685156,219.892525826977,32.56507794581583,5.981947849171014,15.386403597322284,7.111714631751422,5.980348136732783,6.722652640297621,27.559272964691413,-0.9048177892383136,16.253137066108344,0.0,0.0,0.0,0.0,0.0,0.0,542.2269746703672,373.80257808481207,453.83923724475113,3.363463624349777,2.3572755642394583,2.6170160985754634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3400,8.2,8.2,8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44430.98212991541,DBSF1505,2017-09-03
26.87120249515976,18.022763396205665,21.149070157446268,116.959569319257,83.63492390396011,100.2245728036718,113.08237737207574,69.1960812189268,87.99236830096869,23.00635104468473,7.198082425206271,13.208581460292084,6.7633597810589805,6.107066675263418,6.399788934597638,25.139760131940232,-1.4437098692943018,8.079724309184265,3.6543175465176256,0.0,1.529710803477744,0.0,0.0,0.0,770.5206905654459,14.007624557503965,510.0711148884209,3.773732242907552,2.916561577259784,3.3681529907845653,12.5520472862728,0.0,5.617422191840204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.124258771843726,0.0,5.9206690237146,24.99790240214208,0.0,13.875369956811648,0.0,0.0,0.0,0.0,0.0,0.0,15.193033963889558,0.0,6.723209016688871,5.057848459367417,0.0,1.8335402683950497,0.0,0.0,0.0,20.216625869353148,0.0,9.603714606554677,37.65471530246093,0.0,19.49121121975996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.14136958645976,0.0,9.935124651280033,0.0,0.0,0.0,0.0,0.0,0.0,14.720480960762483,0.0,8.263078878507704,800,9.4,9.4,9.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13547.881672894162,DBSF1554,2017-09-24
